Gene,Label,Func_likelihood,Fam_size,Max_id_paralog,WGD_alpha,WGD_beta_gamma,Dup_recent,Dup_tandem,Singleton,Max_PCC_GM_abiotic,Max_PCC_SM_abiotic,Max_PCC_GM_biotic,Max_PCC_SM_biotic,Max_PCC_GM_hormone,Max_PCC_SM_hormone,Expr_med_dev,Expr_max_dev,Expr_breadth_dev
AT1G08250,GM,0.9,6,85.18,0,0,0,0,0,0.771,0.718,0.723,0.643,0.909,0.897,119.4171325,469.9883589,64
AT1G20575,GM,1,2,21.76,1,0,0,0,1,0.782,0.68,0.921,0.834,0.754,0.61,294.0837958,580.6034229,64
AT5G18200,GM,1,1,,1,0,0,0,0,0.7,0.643,0.824,0.696,0.793,0.7,192.9998206,477.0151276,64
AT1G16340,GM,1,2,94.3,0,0,,,,0.884,0.798,0.951,0.92,0.769,0.685,211.3722432,472.6730205,62
AT3G59890,GM,,,,NA,NA,0,0,0,,,,,,,,,
AT3G57560,GM,0.903,1,,0,0,0,0,0,0.851,0.643,0.851,0.744,0.916,0.825,484.718515,1126.59864,64
AT1G68760,GM,,1,,0,0,0,0,0,0.731,0.707,0.885,0.667,0.783,0.732,180.4048178,496.0877216,64
AT4G02610,GM,,2,75.18,0,0,0,0,0,0.874,0.847,0.899,0.905,0.839,0.74,158.0020243,327.536679,63
AT1G51650,GM,0.96,1,,0,0,0,0,0,0.803,0.595,0.886,0.744,0.956,0.921,3428.344874,6953.497992,64
AT5G63510,GM,0.985,5,80.92,0,0,,,,0.824,0.652,0.912,0.736,0.925,0.883,998.8675894,1623.428184,64
AT2G47760,GM,1,1,,0,0,0,0,1,0.685,0.539,0.924,0.714,0.667,0.567,252.3390591,445.5115302,64
AT3G54020,GM,,,,0,0,0,0,0,,,,,,,,,
AT3G56940,GM,,1,,1,0,,0,0,0.88,0.712,0.889,0.895,0.757,0.696,4079.544177,7912.24059,62
AT2G22230,GM,,2,83.52,0,0,0,0,0,0.911,0.763,0.98,0.949,0.934,0.897,516.126208,1534.890977,64
AT5G47650,GM,,7,51.54,1,0,0,0,0,0.822,0.811,0.813,0.725,0.808,0.746,168.879081,467.1990628,64
AT5G20840,GM,0.99,9,77.09,0,0,0,0,0,0.763,0.652,0.716,0.717,0.909,0.809,200.9630104,323.3090741,64
AT2G44050,GM,1,1,,0,0,0,0,0,0.81,0.639,0.972,0.891,0.869,0.757,784.7903265,1871.91531,64
AT1G09830,GM,0.96,1,,0,0,0,0,0,0.891,0.537,0.922,0.83,0.887,0.76,263.4275134,567.9271812,64
AT5G64300,GM,1,3,72.77,0,0,0,0,0,0.786,0.472,0.79,0.783,0.861,0.843,711.9824083,1982.685548,64
AT2G35040,GM,1,1,,0,0,0,0,0,0.954,0.799,0.895,0.819,0.893,0.625,348.1115266,1184.443873,64
AT1G48520,GM,1,1,,1,0,1,0,0,0.934,0.887,0.952,0.946,0.858,0.642,300.4624864,1213.423743,63
AT3G15690,GM,1,3,67.52,1,0,,,,0.796,0.685,0.859,0.807,0.778,0.555,402.235277,1122.073255,64
AT4G35830,GM,1,5,85.97,NA,NA,0,0,0,0.716,0.585,0.816,0.898,0.759,0.714,2573.440282,4352.691179,64
AT1G54340,GM,1,3,85.61,0,0,0,0,0,0.867,0.828,0.924,0.849,0.785,0.619,169.7299636,678.3511971,64
AT5G66120,GM,1,1,,0,0,,,,0.798,0.729,0.822,0.84,0.828,0.723,656.6276742,1266.020622,63
AT3G11670,GM,0.97,2,54.78,0,0,0,0,0,0.79,0.782,0.808,0.656,0.723,0.676,385.0426907,1964.133206,64
AT5G57170,GM,0.99,3,61.17,1,0,,,,0.933,0.856,0.972,0.947,0.765,0.554,248.8129408,911.523461,64
AT1G68750,GM,0.675,5,47.27,0,0,0,0,0,0.722,0.641,0.708,0.629,0.733,0.606,6.438291252,1186.849403,3
AT2G47240,GM,1,11,49.69,1,1,0,0,0,0.658,0.547,0.865,0.772,0.731,0.688,551.2884359,3366.294451,58
AT1G53310,GM,0.97,5,91.74,1,1,0,0,0,0.865,0.654,0.863,0.664,0.923,0.764,924.7216578,2662.060935,63
AT1G65930,GM,1,3,83.37,0,0,0,0,0,0.766,0.789,0.794,0.779,0.889,0.599,6708.673029,14280.48087,64
AT1G78580,GM,,11,70.08,0,0,0,0,0,0.819,0.691,0.888,0.892,0.853,0.674,175.5105597,509.9804219,64
AT3G22460,GM,0.9,10,83.8,0,1,0,0,0,0.835,0.668,0.833,0.805,0.935,0.873,56.82512824,1069.37248,50
AT1G71010,GM,1,4,54.91,1,0,0,0,0,0.658,0.604,0.849,0.855,0.864,0.784,372.8556079,1044.980619,63
AT5G24300,GM,1,6,49.34,0,0,0,0,0,0.827,0.859,0.969,0.941,0.802,0.741,513.6058704,1177.171309,64
AT3G55610,GM,,,,NA,NA,0,0,0,,,,,,,,,
AT4G16700,GM,0.865,3,26.47,0,0,0,0,1,0.692,0.57,0.651,0.581,0.816,0.727,13.93767386,67.73799554,15
AT2G22780,GM,1,7,82.61,0,0,0,0,0,0.841,0.778,0.929,0.862,0.922,0.843,519.7334915,1677.405342,64
AT2G06925,GM,0.98,4,44.71,NA,NA,,,,0.855,0.777,0.96,0.834,0.945,0.876,582.1184227,1723.547316,63
AT2G26830,GM,0.98,4,34.03,0,0,0,0,0,0.893,0.8,0.776,0.772,0.728,0.645,187.4044193,783.0498152,64
AT3G03250,GM,1,2,93.19,1,1,0,0,0,0.842,0.745,0.87,0.764,0.829,0.693,1768.814084,7654.850677,64
AT5G43940,GM,,11,57.36,1,0,,,,0.891,0.848,0.83,0.741,0.811,0.671,4263.711937,6407.565785,64
AT1G04010,GM,0.95,3,26.24,0,0,0,0,1,0.692,0.597,0.802,0.681,0.719,0.724,46.14847329,133.0997514,59
AT3G60100,GM,0.64,5,88.24,1,0,0,0,0,0.569,0.584,0.833,0.708,0.774,0.744,8.539348817,304.7933857,4
AT3G09560,GM,0.93,2,63.04,NA,NA,,,,0.68,0.663,0.9,0.892,0.853,0.836,133.9929514,525.6867778,64
AT2G20360,GM,1,1,,0,0,0,0,0,0.804,0.714,0.874,0.838,0.94,0.74,1625.209677,2760.210406,64
AT2G41220,GM,1,3,79.7,0,0,0,0,0,0.878,0.834,0.819,0.61,0.917,0.863,281.7498968,1281.45538,64
AT1G18500,GM,1,5,84.86,0,0,0,0,0,0.881,0.696,0.857,0.791,0.792,0.828,568.4955892,1437.460622,64
AT5G03290,GM,1,10,87.97,0,0,0,0,0,0.828,0.757,0.876,0.867,0.908,0.743,1148.160108,2951.252207,64
AT5G11160,GM,0.93,5,78.42,0,0,0,0,0,0.773,0.685,0.844,0.741,0.799,0.727,75.50207541,865.4803203,53
AT5G63310,GM,,5,57.43,0,1,0,0,0,0.956,0.831,0.979,0.949,0.913,0.805,2131.570513,7420.103936,64
AT3G04520,GM,0.99,2,70.14,0,0,0,0,0,0.827,0.826,0.883,0.853,0.876,0.843,212.4270652,1685.413487,64
AT2G38050,GM,,1,39.76,NA,NA,0,0,1,0.863,0.76,0.805,0.852,0.86,0.828,158.4230107,455.7333232,64
AT1G56190,GM,1,3,92.75,0,0,0,0,0,0.944,0.886,0.979,0.935,0.722,0.643,1476.931142,5160.109588,64
AT2G38670,GM,0.96,3,37.72,0,0,0,0,0,0.908,0.821,0.815,0.591,0.926,0.766,460.487741,1010.481798,64
AT3G61510,GM,,,,NA,NA,0,0,0,,,,,,,,,
AT4G22570,GM,0.97,5,87.43,0,0,0,0,0,0.852,0.746,0.967,0.926,0.838,0.73,2248.156728,8985.725842,63
AT3G47930,GM,0.97,8,27.78,NA,NA,0,0,0,0.806,0.651,0.807,0.725,0.812,0.836,288.9463112,585.3364421,64
AT3G20040,GM,0.96,6,80.22,NA,NA,0,0,0,0.635,0.612,0.781,0.712,0.775,0.566,22.98968986,436.0848097,27
AT5G37830,GM,0.99,1,,0,0,0,0,1,0.79,0.774,0.872,0.788,0.881,0.79,321.8191855,591.0976981,64
AT5G66530,GM,0.99,7,33.8,0,0,0,0,0,0.883,0.884,0.985,0.938,0.913,0.837,1101.433287,3039.458109,64
AT2G04560,GM,0.75,1,,0,0,0,0,0,0.842,0.767,0.571,0.486,0.796,0.768,21.02827209,71.64067617,20
AT2G26550,GM,0.99,4,37.24,NA,NA,0,0,,0.877,0.878,0.905,0.824,0.743,0.74,99.75156574,273.3769375,62
AT4G05210,GM,0.44,3,73.88,NA,NA,0,0,0,0.687,0.542,0.787,0.754,0.822,0.843,29.27036501,73.96746286,55
AT1G49430,GM,0.995,11,53.74,0,0,0,0,0,0.793,0.769,0.866,0.781,0.855,0.8,282.7284802,6462.812181,62
AT3G46970,GM,1,2,60.36,NA,NA,0,0,0,0.931,0.927,0.949,0.881,0.86,0.791,1296.267135,2701.980036,64
AT2G21790,GM,1,1,,0,1,0,0,0,0.872,0.702,0.788,0.681,0.899,0.706,443.7367151,2240.262247,64
AT1G43670,GM,1,4,49.17,1,0,0,0,0,0.894,0.874,0.959,0.926,0.85,0.743,835.0027059,2736.345603,64
AT3G20480,GM,0.72,1,,0,0,0,0,0,0.75,0.615,0.704,0.757,0.8,0.749,29.17923238,84.58826196,56
AT5G25880,GM,0.91,6,90.99,1,0,0,0,0,0.602,0.51,0.908,0.811,0.795,0.715,34.46689363,3699.338982,49
AT5G50210,GM,0.99,5,59.7,1,0,0,0,0,0.8,0.683,0.886,0.767,0.776,0.633,265.1759852,621.7605858,63
AT1G48140,GM,0.98,1,,1,0,0,0,1,0.78,0.674,0.84,0.669,0.807,0.83,236.7922146,626.0108631,64
AT3G03630,GM,1,10,62.78,1,0,0,0,0,0.947,0.819,0.914,0.908,0.819,0.847,90.60771028,597.567913,54
AT3G07330,GM,1,14,61.97,NA,NA,0,0,0,0.761,0.56,0.863,0.787,0.865,0.795,86.65301894,1261.784152,61
AT3G48190,GM,,,,1,0,0,0,0,,,,,,,,,
AT1G68020,GM,0.8,11,69.48,0,0,,,,0.743,0.672,0.896,0.825,0.904,0.877,290.7491605,939.4610652,64
AT4G09320,GM,1,5,59.46,NA,NA,0,0,0,0.886,0.55,0.886,0.565,0.853,0.717,8265.74862,13275.17602,64
AT2G37090,GM,0.95,4,39.17,0,0,0,0,0,0.793,0.736,0.71,0.65,0.643,0.686,37.35106751,3311.261928,50
AT3G58490,GM,,,,0,0,0,0,0,,,,,,,,,
AT3G25660,GM,1,3,46.15,0,0,0,0,0,0.948,0.892,0.964,0.928,0.917,0.757,397.8102251,1604.482256,64
AT1G67350,GM,,1,,1,0,,,,0.751,0.692,0.858,0.786,0.918,0.818,2419.360659,4929.674482,64
AT4G20150,GM,,1,,NA,NA,,,,0.827,0.64,0.855,0.785,0.884,0.768,3271.452925,5552.3233,64
AT1G69640,GM,0.96,2,77.99,1,0,0,0,0,0.804,0.677,0.746,0.685,0.793,0.626,243.3233261,716.6041126,64
AT2G19450,GM,0.98,1,,1,0,0,0,0,0.904,0.781,0.816,0.805,0.962,0.916,231.4973721,4673.012432,64
AT2G35120,GM,0.99,3,67.41,1,0,0,0,0,0.783,0.721,0.889,0.778,0.959,0.864,710.4908378,4197.702797,64
AT3G59770,GM,0.951,9,29.45,1,0,,,,0.833,0.779,0.9,0.748,0.831,0.722,181.5425119,392.8358377,64
AT3G49700,GM,0.39,11,91.7,NA,NA,0,0,0,0.576,0.566,0.7,0.636,0.802,0.788,4.496559106,11.56485233,0
AT1G62640,GM,1,5,26.92,1,0,0,0,0,0.896,0.761,0.913,0.813,0.927,0.859,547.6762403,2283.189199,64
AT2G19860,GM,0.99,6,85.96,1,0,0,0,0,0.884,0.836,0.881,0.831,0.897,0.903,177.8278092,328.1744982,64
AT5G52560,GM,,3,26.73,1,0,0,0,0,0.76,0.709,0.701,0.645,0.768,0.688,363.3386698,1307.779547,64
AT1G79550,GM,1,3,84.67,1,0,0,0,0,0.892,0.805,0.779,0.767,0.967,0.954,3361.19315,8206.787543,64
AT5G48960,GM,1,3,31.76,1,0,0,0,0,0.817,0.738,0.766,0.689,0.816,0.821,128.0884181,265.9764147,63
AT3G26780,GM,,,,1,0,0,0,0,,,,,,,,,
AT5G03690,GM,0.94,8,88.83,1,0,0,0,,0.739,0.639,0.63,0.644,0.722,0.633,83.68994036,3378.580302,64
AT5G26570,GM,1,1,32.46,1,0,0,0,0,0.946,0.871,0.934,0.853,0.9,0.83,750.2801341,1692.055401,64
AT1G06410,GM,1,11,64.38,0,0,0,0,0,0.801,0.625,0.736,0.861,0.88,0.854,1181.863957,2208.485492,64
AT1G73980,GM,0.98,4,66.87,1,0,0,0,0,0.855,0.827,0.836,0.71,0.845,0.837,212.943714,795.8890454,64
AT3G01120,GM,1,4,76.64,1,0,0,0,0,0.843,0.784,0.899,0.807,0.777,0.689,3298.176778,8311.673858,64
AT1G77590,GM,1,11,67.06,0,0,0,0,0,0.743,0.68,0.889,0.778,0.905,0.8,351.8109518,5495.187986,64
AT4G36890,GM,1,4,68.71,0,0,0,0,0,0.637,0.558,0.692,0.659,0.63,0.615,249.0906959,1932.320637,64
AT5G57590,GM,0.892,9,26.67,0,0,0,0,1,0.826,0.704,0.868,0.801,0.751,0.655,72.00387945,245.8789652,53
AT5G23070,GM,,2,62.2,1,0,0,0,0,0.86,0.643,0.765,0.72,0.842,0.663,178.5523799,840.2361681,63
AT5G13280,GM,0.99,6,78.41,1,1,0,0,0,0.886,0.717,0.92,0.799,0.878,0.782,348.9301005,758.8187063,64
AT1G51260,GM,0.626,5,59.67,0,0,0,0,,0.69,0.609,0.898,0.828,0.778,0.729,10.0437593,1142.316923,7
AT1G70560,GM,0.91,5,68.72,0,0,0,0,0,0.761,0.679,0.706,0.602,0.81,0.808,45.80890781,527.1629966,43
AT5G16390,GM,0.95,2,50,0,0,0,0,0,0.911,0.75,0.94,0.853,0.849,0.693,816.4521684,1963.240567,64
AT4G23710,GM,1,3,85.23,NA,NA,0,0,0,0.745,0.587,0.901,0.866,0.949,0.896,525.4644743,2532.064289,64
AT2G01290,GM,,4,68.77,1,0,0,0,0,0.893,0.866,0.866,0.825,0.804,0.635,516.5080992,1394.451517,64
AT3G02020,GM,,,,0,0,0,0,0,,,,,,,,,
AT5G45940,GM,,,,1,0,0,0,,,,,,,,,,
AT2G41680,GM,,3,50.86,0,0,0,0,0,0.923,0.873,0.957,0.869,0.856,0.834,746.6645354,3604.449097,64
AT3G03650,GM,,,,0,0,0,0,0,,,,,,,,,
AT5G20500,GM,,27,56.45,0,0,0,0,1,0.737,0.532,0.894,0.717,0.915,0.854,1535.834682,2736.154727,64
AT3G62790,GM,1,2,97.59,0,0,0,0,0,0.83,0.746,0.822,0.677,0.819,0.698,763.6943703,1303.654459,64
AT1G70570,GM,1,1,,0,0,,,,0.744,0.611,0.777,0.736,0.865,0.855,245.3303085,405.1610127,64
AT4G37840,GM,0.435,6,45.35,1,1,0,0,,0.883,0.843,0.931,0.898,0.771,0.781,5.381986692,307.6458306,3
AT2G38040,GM,,1,,1,1,0,0,0,0.703,0.649,0.942,0.858,0.819,0.665,545.2853076,1799.66825,64
AT1G62960,GM,,11,49.91,1,0,0,0,,0.847,0.847,0.836,0.634,0.803,0.799,364.158841,1777.999989,64
AT3G12290,GM,1,4,63.61,1,0,0,0,0,0.843,0.68,0.899,0.912,0.775,0.648,1445.487981,2234.739619,64
AT2G22450,GM,1,3,72.77,1,0,0,0,,0.931,0.955,0.81,0.865,0.964,0.963,237.2414543,524.4911764,64
AT1G53240,GM,1,7,88.86,0,1,0,0,0,0.888,0.857,0.958,0.919,0.967,0.931,2833.459689,4757.681898,64
AT1G19710,GM,,,,0,0,0,0,0,,,,,,,,,
AT3G11950,GM,,,,0,0,0,0,0,,,,,,,,,
AT2G28880,GM,0.873,4,32.54,0,0,0,0,1,0.786,0.769,0.727,0.589,0.833,0.796,30.44581965,76.93470105,49
AT5G20410,GM,0.925,3,79.44,0,0,0,0,0,0.791,0.707,0.762,0.692,0.777,0.664,73.45008386,13678.36991,55
AT3G07630,GM,1,6,65.9,0,0,0,0,0,0.806,0.504,0.756,0.692,0.83,0.737,231.8494453,450.9856023,64
AT4G33240,GM,0.91,4,53.85,1,1,0,0,0,0.692,0.795,0.92,0.923,0.862,0.78,149.734982,903.0538285,64
AT3G02570,GM,,2,64.08,1,0,0,0,0,0.761,0.549,0.774,0.712,0.931,0.941,624.2477634,1698.073899,64
AT2G27760,GM,0.88,8,47.46,0,0,0,0,0,0.754,0.512,0.673,0.445,0.774,0.645,77.18758045,156.8956102,64
AT4G29840,GM,,2,83.2,0,0,0,0,0,0.674,0.507,0.709,0.692,0.88,0.868,1025.391669,4569.311905,64
AT5G66510,GM,1,5,73.63,0,0,,,,0.842,0.719,0.867,0.69,0.956,0.811,940.3384498,1709.833216,64
AT5G42890,GM,0.97,1,,1,0,0,0,1,0.878,0.759,0.845,0.784,0.949,0.927,1438.359836,4576.903884,64
AT2G42600,GM,0.99,5,97.78,1,1,,,,0.666,0.553,0.883,0.773,0.776,0.747,1161.643452,3338.24744,63
AT5G05980,GM,,3,60.12,0,0,0,0,0,0.597,0.593,0.844,0.669,0.834,0.703,214.4471072,779.330465,64
AT5G64370,GM,1,8,30.29,NA,NA,0,0,1,0.827,0.813,0.89,0.859,0.874,0.719,468.3289111,2830.283157,64
AT5G37850,GM,1,1,30.39,0,0,0,0,0,0.818,0.792,0.735,0.791,0.815,0.707,325.9451268,523.2995851,64
AT3G47520,GM,1,7,68.34,1,0,0,0,0,0.776,0.524,0.646,0.539,0.962,0.924,1096.593467,1952.320317,64
AT1G16540,GM,0.85,3,30.5,NA,NA,0,0,1,0.843,0.715,0.887,0.898,0.821,0.8,46.30665722,216.3979104,59
AT1G69720,GM,0.675,4,82.23,0,0,0,0,0,0.614,0.563,0.828,0.798,0.891,0.861,12.21553614,143.9746532,19
AT4G33670,GM,,12,31.53,0,0,0,0,0,0.901,0.804,0.913,0.854,0.816,0.767,1112.699753,4153.821454,64
AT3G19480,GM,,,,0,0,0,0,0,,,,,,,,,
AT4G29210,GM,,4,56.02,0,0,0,0,0,0.827,0.723,0.883,0.85,0.934,0.913,151.1837849,503.3035188,61
AT4G18240,GM,0.97,6,46.34,1,1,0,0,0,0.919,0.898,0.875,0.842,0.9,0.716,326.9970774,1045.279931,64
AT1G04640,GM,0.97,3,35.94,0,0,0,0,1,0.852,0.765,0.941,0.883,0.804,0.768,192.1986104,1051.780486,64
AT2G31360,GM,0.96,9,75.08,1,1,0,0,0,0.904,0.696,0.891,0.822,0.927,0.879,1893.562287,4120.281297,64
AT1G74380,GM,0.98,8,87.6,1,0,0,0,0,0.877,0.702,0.763,0.587,0.869,0.662,285.5888918,686.2996739,64
AT5G06090,GM,,,,0,0,0,0,0,,,,,,,,,
AT3G05970,GM,1,11,76.41,0,0,0,0,0,0.892,0.775,0.921,0.819,0.81,0.75,871.5701906,2783.96151,64
AT4G35190,GM,0.884,10,74.5,0,0,0,0,,0.734,0.743,0.754,0.756,0.908,0.924,28.94543882,725.2073858,36
AT2G40840,GM,0.955,1,33.53,1,0,0,0,1,0.922,0.881,0.95,0.904,0.912,0.874,961.1449624,2123.854914,64
AT2G22250,GM,0.993,11,29.22,1,0,,,,0.836,0.69,0.878,0.784,0.791,0.827,156.996437,369.9374289,62
AT2G37250,GM,1,11,70.04,1,0,0,0,0,0.788,0.576,0.89,0.84,0.854,0.712,486.2813374,1041.352102,64
AT5G20070,GM,1,1,31.82,NA,NA,0,0,1,0.786,0.726,0.813,0.809,0.895,0.852,317.5603824,650.9850343,64
AT2G41490,GM,,2,88.86,1,0,0,0,0,0.77,0.722,0.807,0.596,0.72,0.717,174.6028398,824.2622335,64
AT5G18930,GM,0.79,4,45.85,1,0,0,0,,0.645,0.478,0.725,0.686,0.863,0.747,33.72349498,66.14278089,55
AT1G74030,GM,1,3,68.05,0,0,0,0,0,0.794,0.599,0.831,0.837,0.947,0.938,176.3971019,1783.26879,60
AT5G57800,GM,0.99,4,34.71,1,0,0,0,0,0.733,0.658,0.762,0.749,0.796,0.811,939.2580447,5843.588568,64
AT3G07800,GM,1,2,62.2,0,0,0,0,0,0.916,0.751,0.801,0.717,0.766,0.581,480.1002084,1152.54808,64
AT5G45900,GM,1,1,,NA,NA,0,0,0,0.833,0.719,0.958,0.965,0.915,0.825,147.0041673,1422.370862,64
AT4G37930,GM,0.99,7,82.71,1,0,0,0,0,0.871,0.789,0.983,0.935,0.843,0.874,8567.491368,16912.38132,62
AT3G07270,GM,0.64,1,,0,0,0,0,0,0.786,0.693,0.841,0.821,0.837,0.77,414.1989292,1468.520296,64
AT2G20810,GM,,16,53.26,0,0,0,0,0,0.744,0.535,0.853,0.752,0.687,0.637,179.1571838,279.1649972,64
AT3G24090,GM,0.96,1,32.04,0,0,0,0,0,0.786,0.807,0.897,0.676,0.836,0.771,56.67002354,269.5631258,60
AT1G31860,GM,0.971,1,,1,0,0,0,1,0.901,0.69,0.843,0.771,0.866,0.663,401.4147413,889.5426381,64
AT4G39660,GM,1,9,64.61,1,0,0,0,0,0.746,0.731,0.831,0.716,0.884,0.904,658.4942505,2889.689847,64
AT1G13560,GM,0.805,2,87.66,1,0,0,0,0,0.817,0.783,0.873,0.592,0.644,0.679,956.3851463,1524.537191,64
AT5G20280,GM,0.995,10,68.69,1,0,0,0,0,0.813,0.735,0.868,0.911,0.82,0.754,797.129563,4692.796224,63
AT4G12440,GM,0.31,5,87.43,1,1,,,,0.613,0.557,0.839,0.62,0.8,0.828,15.76569348,140.419855,15
AT1G15080,GM,0.511,4,68.25,0,1,0,0,0,0.717,0.695,0.845,0.656,0.825,0.674,32.8526943,106.9427394,47
AT5G09420,GM,0.97,3,51.68,1,0,0,0,0,0.892,0.68,0.909,0.807,0.738,0.716,59.69203161,170.6148029,64
AT4G04640,GM,0.98,3,71.91,0,0,0,0,0,0.881,0.838,0.981,0.906,0.773,0.619,5536.181159,11765.70835,64
AT5G17310,GM,1,2,93.19,1,0,,,,0.693,0.605,0.942,0.925,0.892,0.821,860.083259,8190.617176,64
AT5G50370,GM,0.99,11,86.92,1,1,0,0,0,0.658,0.488,0.826,0.772,0.883,0.893,363.4072953,1317.034005,64
AT2G11810,GM,0.78,3,72.3,1,0,0,0,0,0.636,0.594,0.717,0.511,0.811,0.695,16.04522523,478.9709023,22
AT5G14060,GM,,,,0,0,0,0,0,,,,,,,,,
AT5G51690,GM,,11,50.94,0,1,0,0,1,0.684,0.571,0.751,0.686,0.779,0.58,24.71217374,60.12834731,34
AT3G51160,GM,0.99,2,92.09,1,0,0,0,0,0.833,0.644,0.886,0.753,0.848,0.704,473.3160572,1997.089149,64
AT3G54470,GM,,,,NA,NA,0,0,0,,,,,,,,,
AT5G56760,GM,1,5,61.69,0,0,0,0,0,0.815,0.69,0.919,0.929,0.935,0.958,673.4299803,3041.749877,64
AT5G26780,GM,1,7,82.71,0,0,,,,0.859,0.783,0.886,0.8,0.94,0.778,486.49929,1227.179838,64
AT3G53450,GM,0.62,10,83.74,1,0,0,0,0,0.553,0.558,0.771,0.688,0.698,0.685,16.975456,54.73207015,13
AT3G06060,GM,0.97,66,81.18,1,0,0,0,0,0.812,0.685,0.759,0.53,0.836,0.669,418.6489388,704.9200147,64
AT1G14810,GM,,1,,0,0,0,0,1,0.925,0.717,0.882,0.768,0.852,0.724,792.7100648,2558.705125,64
AT5G28840,GM,1,3,28.71,1,0,0,0,0,0.738,0.694,0.806,0.703,0.892,0.731,1027.125304,2080.920841,64
AT3G09810,GM,1,10,87.97,NA,NA,0,0,0,0.838,0.695,0.923,0.889,0.901,0.806,326.9007923,1077.599813,62
AT1G21480,GM,0.99,28,30.08,0,0,0,0,0,0.806,0.62,0.73,0.53,0.838,0.636,215.4658685,691.528821,64
AT3G08590,GM,1,2,90.2,1,0,0,0,0,0.8,0.695,0.844,0.721,0.855,0.664,1373.917732,3419.703266,64
AT3G11945,GM,,,,0,0,0,0,0,,,,,,,,,
AT3G08560,GM,0.58,3,72.37,0,0,0,0,,0.694,0.668,0.886,0.77,0.593,0.64,5.301131055,4882.270149,6
AT1G64670,GM,0.98,5,74,0,0,0,0,0,0.811,0.749,0.885,0.792,0.753,0.699,88.31332015,898.2174046,45
ATCG01100,GM,,,,0,0,0,,0,,,,,,,,,
AT4G24620,GM,1,2,30.77,0,0,0,0,0,0.886,0.821,0.958,0.905,0.896,0.74,1032.655727,2347.440329,64
AT3G14390,GM,,,,0,0,0,0,0,,,,,,,,,
AT5G04140,GM,1,3,83.09,1,0,,,,0.898,0.825,0.991,0.934,0.823,0.748,2637.334532,12030.27341,62
AT5G54810,GM,,,,1,0,0,0,0,,,,,,,,,
AT1G10760,GM,1,2,46.98,1,0,0,0,0,0.954,0.901,0.965,0.915,0.857,0.782,1000.653774,2885.016751,64
AT2G21940,GM,,3,70.98,NA,NA,,,,0.853,0.734,0.745,0.711,0.712,0.639,124.7273638,1465.183719,64
AT5G14590,GM,0.99,3,78.87,1,0,0,0,0,0.856,0.773,0.874,0.805,0.839,0.86,585.4047551,919.049416,64
AT3G25900,GM,0.964,3,56.06,0,0,0,0,0,0.678,0.647,0.861,0.873,0.893,0.819,88.19609971,4895.430095,59
AT4G37690,GM,,,,1,0,0,0,0,,,,,,,,,
AT1G18580,GM,1,16,59.3,0,0,0,0,0,0.753,0.618,0.782,0.604,0.828,0.72,67.39394411,98.34003006,64
AT5G51290,GM,0.94,1,34.26,1,0,0,0,0,0.693,0.688,0.784,0.636,0.714,0.659,28.32218013,304.0995198,41
AT1G15700,GM,,,,0,0,0,0,,,,,,,,,,
AT4G26970,GM,,5,80.23,1,0,0,0,0,0.871,0.89,0.852,0.798,0.946,0.913,1086.362938,3496.778724,64
AT1G62430,GM,1,3,79.29,0,0,0,0,0,0.833,0.833,0.824,0.714,0.669,0.608,413.8253919,845.491921,64
AT4G03205,GM,1,2,81.4,1,0,,,,0.802,0.647,0.853,0.828,0.806,0.847,41.43594979,179.8043008,43
AT3G46940,GM,0.88,1,,0,0,0,0,0,0.877,0.71,0.818,0.776,0.944,0.883,360.4535349,1691.030001,64
AT3G06260,GM,0.94,10,65.38,1,1,0,0,0,0.623,0.685,0.812,0.795,0.78,0.623,6.259418126,8020.994344,7
AT5G10870,GM,1,3,53.97,0,0,,,,0.817,0.85,0.812,0.666,0.879,0.691,108.3743393,207.9972689,64
AT1G12640,GM,0.98,2,87.01,1,0,0,0,0,0.846,0.826,0.939,0.936,0.932,0.91,341.3989194,1833.463182,64
AT3G62660,GM,0.99,10,76.24,NA,NA,0,0,0,0.751,0.768,0.756,0.733,0.874,0.722,287.3342897,6170.284862,64
AT3G52340,GM,,4,72.41,1,1,0,0,0,0.856,0.801,0.809,0.746,0.895,0.858,240.4944695,967.2312428,64
AT5G56720,GM,0.8,4,72.73,1,0,0,0,,0.76,0.703,0.697,0.55,0.838,0.819,28.11014889,97.18378191,37
AT5G63770,GM,0.99,7,51.09,0,0,0,0,0,0.749,0.6,0.844,0.847,0.897,0.828,47.42233326,448.0794552,59
ATCG00420,GM,,,,0,0,0,,0,,,,,,,,,
ATCG00430,GM,,,,NA,NA,0,,0,,,,,,,,,
AT3G53180,GM,1,1,,0,0,0,0,0,0.789,0.834,0.751,0.771,0.802,0.764,269.3096802,643.9874383,64
ATCG00150,GM,,,,0,1,0,,0,,,,,,,,,
AT1G09940,GM,1,3,79.96,0,1,0,0,0,0.768,0.62,0.817,0.694,0.728,0.692,189.5245481,2798.129853,64
AT3G62830,GM,,,,0,1,0,0,0,,,,,,,,,
AT1G67070,GM,0.86,2,64.08,1,1,0,0,0,0.727,0.753,0.865,0.823,0.85,0.855,26.87570288,485.3126002,36
AT5G36160,GM,1,11,56.19,1,1,0,0,0,0.799,0.806,0.896,0.786,0.731,0.697,642.5112847,1894.285251,64
